course_title,url,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,rating,number_of_ratings,update_date,number_of_students,time_since_creation
JavaScript for Beginners Welcome to learning JavaScript,https://www.udemy.com/javascript-for-beginners-course/,50,10864,63,26,Beginner Level,2.0,2016-02-01T19:34:26Z,Development,3.9,236.0,11/2019,16797.0,8
Benefits of Thinking Mobile First Future of Website Design,https://www.udemy.com/thinking-mobile-websites-smart-design-tutorial/,75,14254,27,20,Beginner Level,1.5,2015-05-13T22:13:53Z,Development,4.4,1728.2865544013123,Unknown,25995.0,9
AJAX Development,https://www.udemy.com/ajax-development/,20,7867,147,23,All Levels,3.0,2012-05-15T18:03:43Z,Development,4.5,1063.0,4/2016,12915.0,12
Interaction Design Specialist For Web Developers,https://www.udemy.com/interaction-design-specialist-for-web-developers/,95,8594,37,18,All Levels,2.0,2016-07-04T22:11:35Z,Development,4.0,91.0,7/2020,23697.0,8
PHP Security,https://www.udemy.com/php-security/,50,1892,147,24,All Levels,2.5,2016-06-15T20:46:15Z,Development,4.3,468.0,6/2018,3442.0,8
The Bubble Course - Create Complete Web Apps without Coding,https://www.udemy.com/bubble-course/,30,3960,220,47,Beginner Level,4.5,2016-07-24T18:04:32Z,Development,3.9,398.0,12/2016,4769.0,8
The Complete HTML5 & CSS3 Course Build Professional Websites,https://www.udemy.com/html5css3/,195,10518,129,57,All Levels,4.5,2015-08-11T21:47:20Z,Development,3.4,340.0,8/2015,26467.0,9
Mastering DevOps,https://www.udemy.com/mastering-devops/,100,1023,118,38,Intermediate Level,6.0,2016-10-21T13:46:19Z,Development,4.0,409.0,5/2017,2625.0,8
Building Websites Create a fully functional Web contact form,https://www.udemy.com/how-to-create-a-fully-functional-web-contact-form/,200,3392,29,19,Beginner Level,1.5,2016-10-06T20:52:47Z,Development,4.1,94.0,11/2019,8805.0,8
Create a Dynamic User Registration Form from scratch,https://www.udemy.com/create-a-dynamic-user-registration-form-from-scratch/,100,7213,50,38,Beginner Level,3.0,2016-01-09T04:31:40Z,Development,3.6,1728.2865544013123,Unknown,16482.0,8
A 18 Hour SQL/SQL Server 2014/Visual Studio 2017 Course,https://www.udemy.com/learnsqlwithsqlserver2014/,35,4183,231,86,Intermediate Level,14.0,2014-10-12T06:29:05Z,Development,4.5,1491.0,8/2022,12284.0,10
Python: Python Programming Language | Tutorial | Beginner,https://www.udemy.com/python-course/,150,6153,125,84,Beginner Level,5.0,2015-06-14T18:18:57Z,Development,4.7,193.0,12/2023,9036.0,9
Bootstrap 3 -> Profitable WordPress Theme Development!,https://www.udemy.com/bootstrap-wordpress/,40,5547,80,40,All Levels,3.5,2014-10-22T17:39:21Z,Development,3.8,82.0,9/2015,5583.0,10
Intro to Git,https://www.udemy.com/intro-to-git/,20,2532,291,30,Beginner Level,1.0,2016-06-28T21:17:31Z,Development,4.6,1728.2865544013123,Unknown,34114.0,8
Using Modern JavaScript Today,https://www.udemy.com/using-modern-javascript/,50,1658,185,68,Intermediate Level,16.5,2016-01-01T18:34:53Z,Development,4.7,232.0,2/2016,2277.0,8
Learn How To Build A Professional Web Site By Using Joomla,https://www.udemy.com/learn-how-to-build-a-professional-web-site-by-using-joomla/,70,7184,22,29,All Levels,4.0,2016-08-11T21:03:21Z,Development,4.0,101.0,8/2016,18629.0,8
Power up HTML5 with JavaScript,https://www.udemy.com/power-up-html5-with-javascript/,100,4442,23,28,Beginner Level,2.0,2016-03-15T18:03:33Z,Development,4.6,240.0,2/2023,6379.0,8
PHP with Laravel for beginners - Become a Master in Laravel,https://www.udemy.com/php-with-laravel-for-beginners-become-a-master-in-laravel/,150,8496,1838,308,All Levels,29.5,2016-04-21T19:57:39Z,Development,4.3,12756.0,3/2021,57012.0,8
JavaScript 2017: Become Top Rated Web Developer,https://www.udemy.com/become-professional-javascript-developer/,115,1346,330,32,All Levels,3.0,2017-05-03T14:15:06Z,Development,3.7,373.0,5/2017,1897.0,7
The Complete Web Developer Bootcamp - Beginner to Expert,https://www.udemy.com/job-ready-web-developer/,190,14103,1548,197,All Levels,21.5,2015-01-19T00:23:15Z,Development,4.1,1990.0,7/2015,15616.0,9
The Complete Sass & SCSS Course: From Beginner to Advanced,https://www.udemy.com/sasscourse/,195,12021,660,41,All Levels,4.0,2016-02-24T16:48:27Z,Development,4.6,4332.0,5/2016,27282.0,8
"Become a Certified Web Developer: HTML, CSS and JavaScript",https://www.udemy.com/become-a-certified-web-developer/,100,26673,1090,185,All Levels,12.0,2011-12-20T15:29:25Z,Development,4.4,3731.0,8/2023,37883.0,13
The Ultimate Beginner's Guide to Django 1.11,https://www.udemy.com/the-ultimate-beginners-guide-to-django-python-web-dev-website/,200,2390,497,82,Beginner Level,9.0,2016-12-11T22:07:39Z,Development,4.6,1624.0,9/2019,6999.0,8
React JS - Mastering Redux,https://www.udemy.com/react-js-mastering-redux/,100,7059,116,58,All Levels,5.0,2017-06-19T21:39:14Z,Development,4.6,2483.0,7/2023,16574.0,7
Professional Ruby on Rails Developer with Rails 5,https://www.udemy.com/pro-ruby-on-rails-rails5/,200,3179,214,174,All Levels,20.5,2017-02-19T22:03:15Z,Development,3.9,721.0,6/2018,6641.0,7
"Ruby on Rails 5 - BDD, RSpec and Capybara",https://www.udemy.com/ruby-rails-5-bdd-rspec-capybara/,200,1870,193,145,All Levels,14.5,2016-10-28T00:17:36Z,Development,4.3,531.0,12/2017,4154.0,8
Back to School Web Development and Programming Bundle,https://www.udemy.com/back-to-school-web-development-and-programming-bundle/,200,18170,117,779,Beginner Level,44.5,2013-08-19T14:53:00Z,Development,4.4,190.0,4/2014,18476.0,11
Complete ASP NET MVC Web Development - Newbie to Ninja!,https://www.udemy.com/better-web-development-pro-techniques-for-success/,195,6073,627,66,All Levels,9.0,2014-11-24T21:10:49Z,Development,4.8,2764.0,7/2020,15483.0,10
The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,https://www.udemy.com/the-complete-devops-engineer-course-20-java-kubernetes/,195,5335,105,117,All Levels,14.0,2016-08-06T20:53:04Z,Development,4.6,379.0,12/2023,7603.0,8
All about NodeJS,https://www.udemy.com/all-about-nodejs/,50,8755,931,133,All Levels,15.5,2014-12-19T20:46:50Z,Development,4.5,1865.0,8/2019,15322.0,10
JQuery Bootcamp 2021,https://www.udemy.com/complete-jquery-developer-course-beginner-to-pro/,200,6420,134,188,All Levels,22.5,2016-06-20T22:59:31Z,Development,4.5,252.0,2/2021,7091.0,8
Build Realtime Twitter and Fiverr with Node.js + Stripe,https://www.udemy.com/web-developer-build-fiverr-twitter-and-mvp-with-nodejs/,30,1741,26,87,All Levels,9.0,2017-05-20T05:38:42Z,Development,4.0,189.0,6/2017,12472.0,7
Javascript for Beginners Learn by Doing Practical Exercises,https://www.udemy.com/javascript-for-beginners-introduction-learn-fast-easy/,100,5089,685,29,All Levels,3.5,2015-01-31T02:24:19Z,Development,4.4,17344.0,1/2022,44108.0,9
8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,https://www.udemy.com/8-beautiful-ruby-on-rails-apps-in-30-days/,100,5962,466,132,All Levels,16.0,2016-03-08T07:36:40Z,Development,4.0,1728.2865544013123,Unknown,59683.0,8
Mastering ASP.NET MVC 5 From Scratch Using C#,https://www.udemy.com/masteringaspnetmvc5/,50,417,65,109,All Levels,13.0,2016-12-01T20:30:59Z,Development,3.9,1050.0,8/2020,5116.0,8
Web Development Tools the Pros Use: Code Productivity Hacks,https://www.udemy.com/web-development-tools/,30,2596,11,39,Beginner Level,4.0,2015-10-08T18:13:22Z,Development,4.3,13.0,9/2015,2610.0,9
JavaScript : JavaScript Awesomeness,https://www.udemy.com/javascript-javascript/,25,785,20,25,Beginner Level,1.0,2016-09-15T18:06:58Z,Development,4.7,1728.2865544013123,Unknown,19682.0,8
1 Hour HTML,https://www.udemy.com/1-hour-html/,200,16212,514,20,Beginner Level,1.0,2013-07-09T03:16:26Z,Development,4.5,5725.0,9/2022,68726.0,11
Angular 2 Crash Course with TypeScript,https://www.udemy.com/angular-2-crash-course/,100,16409,589,74,All Levels,4.0,2016-06-14T19:26:06Z,Development,4.8,717.0,9/2019,20351.0,8
Boost your website speed without any coding!,https://www.udemy.com/boost-your-website-speed-without-any-coding/,50,1337,28,12,All Levels,1.0,2017-05-14T17:14:48Z,Development,4.4,65.0,3/2018,1450.0,7
Professional Rails Code Along,https://www.udemy.com/professional-ruby-on-rails-coding-course/,40,1469,237,120,Intermediate Level,19.0,2016-08-04T03:48:09Z,Development,4.2,630.0,9/2016,3849.0,8
.NET 5 Web API & Entity Framework Crash Course,https://www.udemy.com/aspnet-web-api-2-hands-on/,20,2660,276,16,All Levels,1.5,2016-06-19T20:10:58Z,Development,4.4,4010.0,7/2020,15225.0,8
Create a MEAN App by Example - Full Stack Course,https://www.udemy.com/full-stack-course-mean-app/,50,421,26,33,Intermediate Level,3.5,2017-05-08T18:16:17Z,Development,4.4,371.0,9/2018,2254.0,7
The Complete 2020 Fullstack Web Developer Course,https://www.udemy.com/thecompletewebdeveloper/,20,31070,742,195,Beginner Level,18.0,2012-10-28T00:13:03Z,Development,4.6,7378.0,8/2020,97132.0,12
WP Plugin Development - Build your own plugin!,https://www.udemy.com/wp-plugin-development-build-your-own-plugin/,200,5439,22,24,Beginner Level,4.0,2017-06-13T18:39:12Z,Development,3.9,216.0,3/2018,36605.0,7
"Essential JavaScript, jQuery and AngularJS Training",https://www.udemy.com/essential-javascript-jquery-angularjs-training/,30,2919,136,70,Intermediate Level,7.0,2015-07-09T22:41:32Z,Development,4.2,199.0,9/2021,3138.0,9
Ruby and Ruby on Rails Starter,https://www.udemy.com/pro-rubyonrails-starter/,45,2409,90,19,Beginner Level,2.5,2015-03-04T18:37:14Z,Development,4.5,440.0,6/2018,4699.0,9
Unit Testing AngularJS: Build Bugfree Apps That Always Work!,https://www.udemy.com/unit-testing-angularjs/,25,2083,213,23,All Levels,2.5,2016-01-24T21:47:20Z,Development,4.4,634.0,3/2016,4697.0,8
Introduction to HTML5 Canvas basics of drawing,https://www.udemy.com/introduction-to-html5-canvas-basics-of-drawing/,200,2918,16,17,Beginner Level,1.0,2016-03-14T18:51:45Z,Development,3.9,76.0,11/2019,3510.0,8
"Complete Web Development Course: HTML, Vue.js, PHP, MySQL",https://www.udemy.com/web-development-html5-css3-php-oop-and-mysql-database/,200,842,144,536,All Levels,25.0,2016-10-11T14:18:27Z,Development,4.6,1172.0,4/2022,5611.0,8
Kids Coding - Beginners CSS,https://www.udemy.com/kids-coding-beginners-css/,100,7130,30,17,All Levels,1.0,2013-07-25T19:55:43Z,Development,4.6,68.0,7/2013,7274.0,11
PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,https://www.udemy.com/learning-php-and-mysql-development-the-easy-way/,50,5549,92,143,All Levels,15.5,2012-12-15T15:22:52Z,Development,4.3,184.0,1/2017,5960.0,12
Ruby On Rails For Web Development,https://www.udemy.com/ruby-on-rails-for-web-development/,195,2526,185,24,Beginner Level,5.0,2014-12-17T19:01:59Z,Development,4.2,259.0,11/2023,2987.0,10
HTML5 and CSS3 Bootcamp 2021,https://www.udemy.com/complete-html5-and-css3-course-1-start-to-finish-project/,200,3887,81,94,All Levels,8.5,2015-09-07T23:42:50Z,Development,3.5,127.0,12/2022,3988.0,9
HTML5 Specialist: Comprehensive HTML5 Training,https://www.udemy.com/html5-specialist/,100,1385,188,83,All Levels,5.0,2016-06-22T16:54:51Z,Development,4.6,1016.0,7/2018,4284.0,8
CSS and CSS3 For Absolute Beginners,https://www.udemy.com/css-and-css3-for-absolute-beginners/,75,10890,212,33,Beginner Level,5.0,2013-11-01T17:12:45Z,Development,4.2,246.0,8/2020,10942.0,11
Build a Complete JQuery Plugin,https://www.udemy.com/build-a-complete-jquery-plugin-image-pop-up-dialog/,20,1126,10,12,All Levels,1.0,2017-02-23T21:46:18Z,Development,4.5,1728.2865544013123,Unknown,12169.0,7
How to create HTML Forms,https://www.udemy.com/how-to-create-html-forms/,30,3652,60,7,Beginner Level,0.6666666666666666,2016-04-29T04:48:25Z,Development,3.7,79.0,11/2019,3826.0,8
ReactJS and Flux: Learn By Building 10 Projects,https://www.udemy.com/reactjs-and-flux-learn-by-building-10-projects/,60,1723,258,60,All Levels,11.0,2016-02-18T18:18:12Z,Development,3.4,344.0,12/2018,2140.0,8
How To Make A Business Website In 1 Day With Wix FAST & EASY,https://www.udemy.com/how-i-make-a-professional-website-in-1-day-or-less-with-wix/,20,3759,24,25,Beginner Level,4.0,2016-04-18T15:23:27Z,Development,3.7,37.0,5/2016,3821.0,8
PHP Date and Time with Carbon by Edwin Diaz,https://www.udemy.com/crash-course-learn-to-create-date-and-time-in-php-easily/,40,1653,53,14,All Levels,1.5,2016-05-03T21:00:53Z,Development,4.8,67.0,6/2018,1771.0,8
Learn CSS Transition and Animation ,https://www.udemy.com/css-transition-and-animation/,100,3757,28,20,All Levels,1.0,2015-05-27T17:51:19Z,Development,4.2,122.0,5/2015,24289.0,9
RESTful API with Laravel: Build a Real API with Laravel,https://www.udemy.com/laravel-5-php-framework-agile-and-practical-php-restful-api/,45,1905,228,57,All Levels,6.0,2015-02-05T07:42:56Z,Development,4.4,1269.0,11/2022,7817.0,9
Learn Ruby on Rails for Absolute Beginners,https://www.udemy.com/learn-ruby-on-rails-for-absolute-beginners/,195,2875,20,36,All Levels,4.5,2015-10-14T17:51:26Z,Development,3.6,29.0,11/2015,2906.0,9
JavaScript Tutorial,https://www.udemy.com/lets-learn-javascript-by-coding/,180,613,93,37,All Levels,4.5,2016-10-17T15:07:49Z,Development,1.4,94.0,10/2016,616.0,8
Shopping Cart Website from Scratch Ecommerce,https://www.udemy.com/shopping-cart/,200,633,39,54,Beginner Level,4.0,2016-11-08T21:51:17Z,Development,4.0,193.0,11/2021,1799.0,8
Learn By Example: Angular JS,https://www.udemy.com/learn-by-example-angular-js/,50,1515,32,60,All Levels,7.0,2016-08-22T19:36:10Z,Development,4.6,98.0,2/2018,2920.0,8
The Complete front end web developer Bootcamp - 14 projects,https://www.udemy.com/complete-front-end-web-developer-bootcamp/,200,900,129,126,All Levels,18.5,2016-08-12T00:30:51Z,Development,4.3,1841.0,11/2017,8939.0,8
In Depth Web Development Made Easy,https://www.udemy.com/in-depth-web-development-from-scratch/,25,3249,27,60,All Levels,6.5,2015-10-30T16:55:44Z,Development,4.0,36.0,1/2016,3277.0,9
Better way towards CSS using Less and Sass,https://www.udemy.com/better-way-towards-css-using-less-and-sass/,20,2227,44,26,All Levels,1.5,2016-02-16T08:11:49Z,Development,3.8,62.0,2/2016,2292.0,8
JavaScript Complete for beginners with real world Apps,https://www.udemy.com/javascript-complete-and-comprehensive/,120,2652,33,40,All Levels,3.5,2016-02-02T21:35:54Z,Development,4.3,57.0,11/2021,2714.0,8
Creating a Responsive HTML Email,https://www.udemy.com/creating-responsive-html-email/,20,2520,183,34,All Levels,1.5,2013-08-12T13:09:39Z,Development,4.0,1265.0,4/2017,7529.0,11
Angular 2 Demystified,https://www.udemy.com/introduction-to-angular2/,20,3150,69,49,All Levels,3.5,2015-05-18T20:48:48Z,Development,2.6,1728.2865544013123,Unknown,12277.0,9
ASP NET CORE - ANGULAR 2 - Web API E-Commerce App,https://www.udemy.com/build-a-full-e-commerce-app-in-aspnet-core-mvc-6/,200,897,129,171,All Levels,13.0,2017-01-13T17:06:35Z,Development,3.6,295.0,12/2019,1758.0,7
PHP for Beginners: How to Build an Ecommerce Store,https://www.udemy.com/php-for-beginners-how-to-build-an-ecommerce-store/,100,5117,463,138,All Levels,14.5,2015-07-17T18:52:45Z,Development,4.8,1828.0,5/2022,13706.0,9
"Master Electron: Desktop Apps with HTML, JavaScript & CSS",https://www.udemy.com/master-electron/,165,1902,224,47,Intermediate Level,5.5,2017-03-21T23:58:01Z,Development,4.6,4072.0,6/2021,25477.0,7
The Complete Web Developer Masterclass: Beginner To Advanced,https://www.udemy.com/webdevelopercourse/,195,37141,1813,316,All Levels,51.0,2016-05-18T00:16:26Z,Development,3.7,3917.0,8/2016,72829.0,8
How to Create A Website: An HTML Tutorial and CSS Tutorial,https://www.udemy.com/html-tutorial/,65,3012,260,330,All Levels,32.5,2016-09-25T20:55:57Z,Development,4.5,2000.0,4/2022,32885.0,8
Projects in MongoDB - Learn MongoDB Building Projects,https://www.udemy.com/projects-in-mongodb/,50,4628,247,93,All Levels,12.0,2015-09-28T20:22:39Z,Development,4.7,394.0,12/2018,5750.0,9
Learning JavaScript Programming Tutorial. A Definitive Guide,https://www.udemy.com/programming-javascript/,50,17113,380,93,All Levels,9.5,2012-11-26T13:51:56Z,Development,4.7,518.0,1/2017,17348.0,12
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",https://www.udemy.com/build-modern-responsive-website-with-html5-css3-bootstrap/,195,1472,210,110,All Levels,13.0,2017-02-08T05:44:46Z,Development,4.3,1151.0,10/2019,5446.0,7
The Complete JavaScript Course For Web Development Beginners,https://www.udemy.com/javascriptcourse/,195,31499,450,46,All Levels,4.0,2015-12-29T17:20:32Z,Development,4.6,1883.0,1/2016,89635.0,9
Email Marketing: Send Unlimited Emails via Own Mail Server,https://www.udemy.com/email-marketing-send-unlimited-emails-via-own-mail-server/,35,3539,43,20,Beginner Level,1.0,2017-04-19T00:28:15Z,Development,4.6,200.0,5/2021,4416.0,7
Getting started with JavaScript,https://www.udemy.com/javascript-code/,200,1415,17,23,Beginner Level,1.5,2017-06-27T00:56:40Z,Development,4.6,116.0,11/2019,8383.0,7
RESTful API with Laravel: Build a Real API with Laravel,https://www.udemy.com/restful-api-with-laravel-php-homestead-passport-hateoas/,145,655,95,195,All Levels,12.5,2017-04-28T17:44:04Z,Development,4.4,1269.0,11/2022,7817.0,7
Learn AngularJS Step By Step,https://www.udemy.com/maruti-angularjs/,20,18777,1112,21,Intermediate Level,1.5,2015-07-07T00:08:10Z,Development,3.9,1347.0,7/2017,21603.0,9
Master Regular Expressions from scratch - All languages,https://www.udemy.com/master-regular-expressions-from-scratch/,70,1925,27,38,All Levels,2.0,2017-04-27T20:25:25Z,Development,4.7,1728.2865544013123,Unknown,14325.0,7
Try AngularJS: Beginner's Guide to Front End Web Development,https://www.udemy.com/try-angularjs/,50,16926,126,33,Beginner Level,4.5,2016-10-13T20:38:03Z,Development,4.3,1728.2865544013123,Unknown,84587.0,8
JavaScript Step by Step how to apply it to your web pages,https://www.udemy.com/javascript-fundamentals-bootcamp-learn-how-to-use-javascript/,100,13406,78,44,All Levels,1.5,2015-07-26T17:44:17Z,Development,4.0,250.0,4/2023,15792.0,9
Learn Web Scraping with Node.js,https://www.udemy.com/web-scraping-nodejs/,75,16731,137,10,All Levels,1.0,2015-12-29T21:59:27Z,Development,3.8,204.0,5/2017,17945.0,9
Getting Started with LESS - Beginner Crash Course,https://www.udemy.com/getting-started-with-less-beginner-crash-course/,25,1780,69,21,Beginner Level,1.5,2015-02-12T22:26:09Z,Development,4.3,632.0,9/2020,3649.0,9
Twitter Integration customize Tweets with developer API,https://www.udemy.com/twitter-integration-customize-tweets-with-developer-api/,115,2039,7,19,All Levels,1.0,2015-12-29T18:12:34Z,Development,4.1,1728.2865544013123,Unknown,13977.0,9
Become A Full Stack Web Developer in 14 Days,https://www.udemy.com/become-a-full-stack-web-developer-in-14-days/,195,467,20,126,All Levels,13.5,2016-11-23T04:17:45Z,Development,4.0,126.0,11/2016,1437.0,8
Hosting your static website on Amazon AWS S3 service,https://www.udemy.com/hosting-a-static-website-on-amazon-aws-s3-service/,20,2853,47,16,Beginner Level,1.5,2017-05-05T23:42:32Z,Development,4.2,1728.2865544013123,Unknown,13579.0,7
JavaScript Rockstar How to create Incredible Useful code,https://www.udemy.com/javascript-projects-from-scratch-step-by-step-guide-to-learn/,75,16590,51,27,All Levels,2.5,2015-10-29T18:30:46Z,Development,3.7,71.0,11/2015,17029.0,9
Spring Framework DevOps on AWS,https://www.udemy.com/spring-core-devops-on-aws/,100,1626,115,78,Intermediate Level,6.5,2016-11-15T21:59:55Z,Development,4.3,863.0,11/2023,10808.0,8
How to Create a Website Without Coding - WordPress 2021,https://www.udemy.com/how-to-create-a-website-wordpress-2016/,195,9056,96,31,Beginner Level,1.5,2016-02-04T22:22:22Z,Development,4.2,116.0,8/2016,11289.0,8
Learn how to convert PSD to HTML and CSS responsive,https://www.udemy.com/learn-how-to-convert-psd-to-html-and-css-responsive/,30,5324,52,14,All Levels,2.5,2017-02-10T16:51:09Z,Development,3.6,156.0,2/2017,12207.0,7
PHP User Login Registration Script With All Features,https://www.udemy.com/php-user-login-registration-system/,200,5603,46,47,All Levels,4.0,2016-10-02T19:14:23Z,Development,3.0,189.0,12/2021,10500.0,8
AJAX : Let's build a COOL project,https://www.udemy.com/ajax-for-beginners-with-jquery-php-mysql-tutorial/,70,4183,292,38,All Levels,3.5,2015-03-13T23:11:17Z,Development,4.5,810.0,6/2018,6896.0,9
"Advanced WordPress Gutenberg Blocks, Post Types & Taxonomies",https://www.udemy.com/advanced-wordpress-topics-post-types-taxonomies-metaboxes/,95,301,44,91,Intermediate Level,7.5,2016-07-10T16:04:35Z,Development,4.3,279.0,6/2019,2302.0,8
The Complete TypeScript Programming Guide for Web Developers,https://www.udemy.com/typescript-programming/,40,236,31,35,Intermediate Level,4.0,2016-10-12T17:02:13Z,Development,4.1,96.0,12/2018,461.0,8
Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,https://www.udemy.com/ruby-on-rails-seo/,200,1266,16,21,All Levels,2.0,2015-05-15T22:10:31Z,Development,3.7,29.0,7/2015,1360.0,9
Build Websites from Scratch with Squarespace,https://www.udemy.com/build-websites-from-scratch-with-squarespace/,50,342,53,60,Beginner Level,3.5,2015-07-16T18:13:28Z,Development,4.0,128.0,1/2017,629.0,9
Introduction to web programming for GIS applications,https://www.udemy.com/introduction-to-web-programming-for-gis-applications/,100,205,38,97,Beginner Level,13.5,2017-03-13T14:50:48Z,Development,4.6,1482.0,11/2019,6731.0,7
Java Spring Security,https://www.udemy.com/how-to-use-spring-security-to-secure-your-java-applications/,40,527,63,11,Intermediate Level,2.5,2014-11-15T13:54:07Z,Development,4.5,1407.0,6/2020,6914.0,10
What’s New in Bootstrap 4,https://www.udemy.com/bootstrap4/,20,130,14,20,All Levels,0.6166666666666667,2015-09-07T21:05:06Z,Development,4.4,16.0,4/2016,144.0,9
ReactJS Course: Learn JavaScript Library Used by Facebook&IG,https://www.udemy.com/react-js/,50,1018,33,41,Intermediate Level,3.0,2015-07-07T13:42:32Z,Development,2.6,34.0,8/2015,1024.0,9
Sara Learns to Code. Making an App from Scratch,https://www.udemy.com/sara-learns-to-code-making-an-app-from-scratch/,60,402,20,35,Beginner Level,4.0,2016-08-02T19:36:19Z,Development,4.0,22.0,8/2016,440.0,8
Ajax for Beginners: A Very Basic Introduction,https://www.udemy.com/ajax-for-beginners-a-very-basic-introduction/,65,755,5,18,Beginner Level,2.0,2016-01-25T17:57:24Z,Development,4.1,47.0,6/2021,9779.0,8
Custom Theme Creation for WordPress using HTML5 and CSS3,https://www.udemy.com/custom-theme-creation-for-wordpress/,35,298,20,24,Beginner Level,1.5,2015-12-06T17:34:38Z,Development,4.1,56.0,10/2019,450.0,9
Create a PHP Contact Form in Bootstrap,https://www.udemy.com/bootstrap-php-contact-form/,20,2238,65,12,All Levels,1.0,2015-12-27T17:20:38Z,Development,4.9,139.0,1/2017,2490.0,9
Introduction To Data Analytics Using Microsoft Power BI,https://www.udemy.com/data-analytics-powerbi/,45,1764,33,16,All Levels,1.5,2016-07-13T17:36:30Z,Development,4.1,86.0,11/2020,2053.0,8
HTML Made Simple For Beginners: Create a One Page Website,https://www.udemy.com/html-made-simple-create-your-own-webpage-step-by-step/,65,3380,50,16,Beginner Level,2.0,2015-10-14T22:08:17Z,Development,4.3,61.0,10/2023,3407.0,9
Learn How to Create Your Own Social Network,https://www.udemy.com/create-your-own-social-network/,50,4732,5,14,All Levels,2.0,2015-04-24T23:54:06Z,Development,4.0,9.0,10/2018,4766.0,9
"Learn By Example: The Foundations of HTML, CSS & Javascript",https://www.udemy.com/learn-by-example-html-css-javascript/,50,1724,72,94,All Levels,13.0,2016-02-29T23:04:14Z,Development,4.5,192.0,1/2017,3448.0,8
JavaScript manipulation of the DOM Document Object Model,https://www.udemy.com/javascript-manipulation-of-the-dom-document-object-model/,20,1618,46,20,Beginner Level,1.5,2016-05-13T05:09:09Z,Development,4.4,158.0,1/2022,7000.0,8
Create Jekyll blog and host it on Github like a Ninja,https://www.udemy.com/create-free-jekyll-blog-on-github-pages-like-a-ninja/,20,5056,74,11,Beginner Level,2.0,2014-12-13T04:48:15Z,Development,3.5,87.0,1/2015,5092.0,10
Learn React JS from scratch: Create hands on projects,https://www.udemy.com/learn-react-js-from-scratch/,115,1562,42,34,Beginner Level,4.0,2016-10-10T16:01:44Z,Development,3.5,72.0,6/2021,1648.0,8
Web Security: Common Vulnerabilities And Their Mitigation,https://www.udemy.com/web-security-common-vulnerabilities-and-their-mitigation/,50,1547,30,56,All Levels,8.0,2016-07-14T16:24:08Z,Development,4.5,365.0,10/2021,4985.0,8
2024 PHP for Beginners Part 1: every line fully explained,https://www.udemy.com/learn-php-via-examples-and-mini-tasks/,40,2626,95,135,Beginner Level,6.0,2015-07-01T18:55:13Z,Development,4.8,1506.0,1/2024,8275.0,9
Make a professional website - 30 Day Guarantee. Discounted!,https://www.udemy.com/make-your-own-business-website-beginner-and-intermediate/,20,11167,34,13,All Levels,2.0,2014-06-23T16:03:41Z,Development,4.1,39.0,12/2014,11173.0,10
Learn ASP.Net Web API 2 for Absolute Beginner,https://www.udemy.com/learn-aspnet-web-api-2-for-absolute-beginner/,30,1355,14,29,All Levels,3.5,2017-03-30T00:14:32Z,Development,4.2,66.0,4/2017,1623.0,7
Build a Website in 30 Minutes,https://www.udemy.com/30-minute-website/,95,5065,40,12,Beginner Level,0.5333333333333333,2015-11-13T18:02:28Z,Development,3.7,185.0,11/2015,13135.0,9
How to Make a Website Without Coding- WordPress & Web Skills,https://www.udemy.com/make-a-website-without-code-wordpress-course/,30,6413,107,123,All Levels,9.0,2015-04-28T17:32:23Z,Development,4.3,180.0,10/2015,10759.0,9
Learn WCF And Web APIs From Scratch,https://www.udemy.com/learn-wcf-and-web-apis-from-scratch/,50,5398,358,83,Intermediate Level,10.5,2014-10-08T02:50:31Z,Development,4.7,2932.0,7/2016,14243.0,10
How To Build A Website From Scratch + Blogging Blueprint,https://www.udemy.com/how-to-build-a-website-from-scratch-blogging-blueprint/,20,7017,37,28,All Levels,3.5,2015-04-08T17:39:03Z,Development,3.6,89.0,4/2015,18171.0,9
Learn To Create Different Website Layouts & Media Queries,https://www.udemy.com/websitelayouts/,195,6510,45,22,All Levels,2.0,2015-08-11T22:26:38Z,Development,3.5,52.0,8/2015,6579.0,9
"Build a Real Time web app in node.js , Angular.js, mongoDB",https://www.udemy.com/realtime-meanstack/,20,3299,166,34,All Levels,4.0,2015-03-04T00:11:45Z,Development,4.0,199.0,3/2015,3402.0,9
How To Build A Facebook Messenger Chat Bot From Scratch,https://www.udemy.com/how-to-build-a-facebook-messenger-chat-bot-from-scratch/,120,1798,20,24,Beginner Level,1.5,2017-05-11T16:53:50Z,Development,4.4,76.0,6/2021,15788.0,7
Learn Javascript Web App Development -Build A Calculator App,https://www.udemy.com/create-a-calculator-web-app-with-javascript-html-css/,50,3688,49,11,All Levels,1.0,2017-04-13T17:36:32Z,Development,4.8,108.0,11/2021,4336.0,7
HTML CSS Easy steps to create a web template from scratch,https://www.udemy.com/html-css-easy-steps-to-create-a-web-template-from-scratch/,200,11574,78,15,Beginner Level,1.0,2015-12-14T19:48:12Z,Development,4.1,1728.2865544013123,Unknown,21666.0,9
